try_no,round_no,attacking_team,defending_team,attacking_rank,defending_rank,attacking_conf,defending_conf,game_time,try_source,final_source,phases,time_from_source,possession_zone,offloads,passes,total_passes
531,11,Blues,Waratahs,9,16,NZ,AUS,66,Handling Error,Kick,0,9,B,1,0,1
532,11,Bulls,Crusaders,15,2,SA1,NZ,53,Ruck Turnover,Kick,3,50,C,2,11,13
533,11,Bulls,Crusaders,15,2,SA1,NZ,66,Kick Receipt,Multiphase,4,51,B,3,9,12
534,11,Bulls,Crusaders,15,2,SA1,NZ,79,Handling Error,Handling Error,0,12,C,0,1,1
535,11,Cheetahs,Highlanders,13,7,SA1,NZ,7,Scrum,Scrum,0,16,D,1,1,2
536,11,Cheetahs,Highlanders,13,7,SA1,NZ,35,Lineout,Maul,0,26,A,0,4,4
537,11,Cheetahs,Highlanders,13,7,SA1,NZ,54,Lineout,Lineout,3,61,B,1,11,12
538,11,Cheetahs,Highlanders,13,7,SA1,NZ,58,Handling Error,Kick,2,30,C,3,6,9
539,11,Cheetahs,Highlanders,13,7,SA1,NZ,61,Ruck Turnover,Ruck Turnover,1,17,C,1,3,4
540,11,Chiefs,Reds,6,14,NZ,AUS,12,Kick Receipt,Multiphase,7,61,B,1,13,14
541,11,Chiefs,Reds,6,14,NZ,AUS,35,Lineout,Multiphase,8,71,A,0,8,8
542,11,Chiefs,Reds,6,14,NZ,AUS,41,Kick Receipt,Multiphase,7,53,B,0,4,4
543,11,Chiefs,Reds,6,14,NZ,AUS,44,Tap Penalty,Tap Penalty,3,31,D,0,7,7
544,11,Chiefs,Reds,6,14,NZ,AUS,53,Scrum,Scrum,0,6,A,0,2,2
545,11,Chiefs,Reds,6,14,NZ,AUS,71,Lineout,Multiphase,6,63,B,0,12,12
546,11,Crusaders,Bulls,2,15,NZ,SA1,4,Lineout,Lineout,0,10,B,0,0,0
547,11,Crusaders,Bulls,2,15,NZ,SA1,10,Tap Penalty,Tap Penalty,0,8,A,0,3,3
548,11,Crusaders,Bulls,2,15,NZ,SA1,25,Tap Penalty,Tap Penalty,2,22,A,0,1,1
549,11,Crusaders,Bulls,2,15,NZ,SA1,30,Scrum,Kick,4,51,C,2,9,11
550,11,Crusaders,Bulls,2,15,NZ,SA1,40,Lineout,Multiphase,13,109,A,1,14,15
551,11,Crusaders,Bulls,2,15,NZ,SA1,42,Kick Receipt,Kick Receipt,0,7,B,0,0,0
552,11,Crusaders,Bulls,2,15,NZ,SA1,48,Ruck Turnover,Kick,1,19,C,1,1,2
553,11,Crusaders,Bulls,2,15,NZ,SA1,51,Ruck Turnover,Kick,0,15,C,0,3,3
554,11,Crusaders,Bulls,2,15,NZ,SA1,64,Scrum,Scrum,2,29,C,0,8,8
555,11,Crusaders,Bulls,2,15,NZ,SA1,69,Handling Error,Handling Error,0,7,B,0,0,0
556,11,Force,Sharks,12,8,AUS,SA2,25,Scrum,Scrum,0,14,C,0,5,5
557,11,Force,Sharks,12,8,AUS,SA2,67,Lineout,Multiphase,8,72,B,2,11,13
558,11,Highlanders,Cheetahs,7,13,NZ,SA1,23,Ruck Turnover,Multiphase,8,77,D,2,14,16
559,11,Highlanders,Cheetahs,7,13,NZ,SA1,45,Lineout,Maul,0,9,A,0,0,0
560,11,Highlanders,Cheetahs,7,13,NZ,SA1,48,Ruck Turnover,Ruck Turnover,0,13,A,1,3,4
561,11,Highlanders,Cheetahs,7,13,NZ,SA1,51,Lineout,Lineout,0,18,C,1,5,6
562,11,Highlanders,Cheetahs,7,13,NZ,SA1,76,Scrum,Scrum,0,10,A,0,3,3
563,11,Highlanders,Cheetahs,7,13,NZ,SA1,77,Kick Receipt,Kick Receipt,0,18,D,0,4,4
564,11,Highlanders,Cheetahs,7,13,NZ,SA1,79,Handling Error,Multiphase,8,94,C,1,18,19
565,11,Hurricanes,Stormers,5,3,NZ,SA1,9,Chargedown,Kick,1,17,B,2,1,3
566,11,Hurricanes,Stormers,5,3,NZ,SA1,16,Tackle Turnover,Tackle Turnover,0,1,A,0,0,0
567,11,Hurricanes,Stormers,5,3,NZ,SA1,23,Scrum,Kick,0,21,A,2,1,3
568,11,Hurricanes,Stormers,5,3,NZ,SA1,34,Ruck Turnover,Kick,1,11,B,0,1,1
569,11,Hurricanes,Stormers,5,3,NZ,SA1,63,Tap Penalty,Multiphase,7,60,B,0,8,8
570,11,Hurricanes,Stormers,5,3,NZ,SA1,73,Intercept,Kick,2,33,D,2,2,4
571,11,Hurricanes,Stormers,5,3,NZ,SA1,82,Lineout,Lineout,2,19,A,0,3,3
572,11,Jaguares,Sunwolves,10,17,SA2,SA1,8,Lineout,Maul,3,25,A,1,4,5
573,11,Jaguares,Sunwolves,10,17,SA2,SA1,24,Kick Receipt,Kick Receipt,3,40,B,2,9,11
574,11,Jaguares,Sunwolves,10,17,SA2,SA1,43,Penalty Try,Penalty Try,0,0,A,0,0,0
575,11,Jaguares,Sunwolves,10,17,SA2,SA1,51,Lineout,Maul,0,14,A,0,0,0
576,11,Jaguares,Sunwolves,10,17,SA2,SA1,66,Tap Penalty,Tap Penalty,3,29,B,2,4,6
577,11,Jaguares,Sunwolves,10,17,SA2,SA1,72,Lineout,Maul,0,11,A,0,0,0
578,11,Jaguares,Sunwolves,10,17,SA2,SA1,74,Kick Receipt,Kick,5,60,B,0,9,9
579,11,Lions,Rebels,1,18,SA2,AUS,19,Tap Penalty,Multiphase,6,44,B,1,8,9
580,11,Lions,Rebels,1,18,SA2,AUS,24,Lineout,Maul,0,18,A,0,1,1
581,11,Lions,Rebels,1,18,SA2,AUS,40,Kick Receipt,Kick Receipt,2,34,C,1,11,12
582,11,Lions,Rebels,1,18,SA2,AUS,50,Kick Receipt,Kick Receipt,0,12,C,1,0,1
583,11,Lions,Rebels,1,18,SA2,AUS,62,Penalty Try,Penalty Try,0,0,A,0,0,0
584,11,Lions,Rebels,1,18,SA2,AUS,65,Handling Error,Handling Error,0,10,C,0,0,0
585,11,Lions,Rebels,1,18,SA2,AUS,80,Handling Error,Handling Error,3,25,B,2,3,5
586,11,Rebels,Lions,18,1,AUS,SA2,27,Kick Receipt,Kick,5,51,B,2,7,9
587,11,Reds,Chiefs,14,6,AUS,NZ,10,Lineout,Maul,0,13,A,0,0,0
588,11,Reds,Chiefs,14,6,AUS,NZ,19,Lineout,Maul,0,21,A,0,3,3
589,11,Reds,Chiefs,14,6,AUS,NZ,58,Handling Error,Handling Error,0,13,B,1,3,4
590,11,Sharks,Force,8,12,SA2,AUS,37,Lineout,Maul,1,27,A,0,2,2
591,11,Sharks,Force,8,12,SA2,AUS,40,Lineout,Kick,0,14,B,0,4,4
592,11,Sharks,Force,8,12,SA2,AUS,55,Handling Error,Kick,0,9,C,0,0,0
593,11,Sharks,Force,8,12,SA2,AUS,72,Intercept,Intercept,0,4,B,0,0,0
594,11,Stormers,Hurricanes,3,5,SA1,NZ,27,Lineout,Maul,0,11,A,0,0,0
595,11,Sunwolves,Jaguares,17,10,SA1,SA2,2,Scrum,Kick,0,19,C,0,5,5
596,11,Sunwolves,Jaguares,17,10,SA1,SA2,14,Ruck Turnover,Multiphase,4,45,B,2,6,8
597,11,Sunwolves,Jaguares,17,10,SA1,SA2,38,Handling Error,Handling Error,0,8,B,0,0,0
598,11,Sunwolves,Jaguares,17,10,SA1,SA2,54,Kick Receipt,Multiphase,5,44,C,0,12,12
599,11,Sunwolves,Jaguares,17,10,SA1,SA2,59,Lineout,Lineout,3,24,A,0,5,5
600,11,Waratahs,Blues,16,9,AUS,NZ,41,Lineout,Lineout,2,21,A,1,3,4
601,11,Waratahs,Blues,16,9,AUS,NZ,57,Lineout,Multiphase,5,34,A,0,4,4
602,11,Waratahs,Blues,16,9,AUS,NZ,68,Ruck Turnover,Multiphase,6,52,B,1,13,14
603,11,Waratahs,Blues,16,9,AUS,NZ,73,Tap Penalty,Kick,6,50,A,0,11,11
604,11,Waratahs,Blues,16,9,AUS,NZ,81,Tap Penalty,Tap Penalty,1,7,A,0,2,2
605,12,Blues,Cheetahs,9,13,NZ,SA1,10,Lineout,Lineout,2,21,B,1,4,5
606,12,Blues,Cheetahs,9,13,NZ,SA1,18,Lineout,Multiphase,4,22,A,0,2,2
607,12,Blues,Cheetahs,9,13,NZ,SA1,22,Lineout,Lineout,3,25,A,1,6,7
608,12,Blues,Cheetahs,9,13,NZ,SA1,34,Lineout,Multiphase,4,34,B,2,6,8
609,12,Blues,Cheetahs,9,13,NZ,SA1,46,Lineout,Multiphase,4,34,A,1,5,6
610,12,Blues,Cheetahs,9,13,NZ,SA1,51,Lineout,Lineout,3,28,B,1,4,5
611,12,Blues,Cheetahs,9,13,NZ,SA1,53,Kick Receipt,Kick Receipt,2,22,D,0,4,4
612,12,Blues,Cheetahs,9,13,NZ,SA1,67,Lineout,Multiphase,4,44,C,3,7,10
613,12,Bulls,Highlanders,15,7,SA1,NZ,46,Lineout,Kick,7,62,B,2,7,9
614,12,Cheetahs,Blues,13,9,SA1,NZ,6,Lineout,Multiphase,7,79,B,2,17,19
615,12,Cheetahs,Blues,13,9,SA1,NZ,14,Lineout,Maul,0,16,A,0,0,0
616,12,Cheetahs,Blues,13,9,SA1,NZ,57,Lineout,Maul,0,7,A,0,0,0
617,12,Cheetahs,Blues,13,9,SA1,NZ,77,Lineout,Maul,0,8,A,0,0,0
618,12,Crusaders,Hurricanes,2,5,NZ,NZ,50,Lineout,Maul,0,7,A,0,0,0
619,12,Force,Jaguares,12,10,AUS,SA2,67,Kick Receipt,Multiphase,7,61,B,3,13,16
620,12,Force,Jaguares,12,10,AUS,SA2,78,Kick Receipt,Multiphase,8,63,B,3,9,12
621,12,Highlanders,Bulls,7,15,NZ,SA1,17,Scrum,Kick,0,13,C,0,0,0
622,12,Highlanders,Bulls,7,15,NZ,SA1,75,Lineout,Lineout,0,14,B,0,4,4
623,12,Kings,Sharks,11,8,SA2,SA2,5,Kick Receipt,Kick,0,5,A,0,2,2
624,12,Kings,Sharks,11,8,SA2,SA2,38,Kick Receipt,Multiphase,4,43,C,1,9,10
625,12,Kings,Sharks,11,8,SA2,SA2,41,Kick Receipt,Kick Receipt,1,16,D,0,1,1
626,12,Kings,Sharks,11,8,SA2,SA2,77,Lineout,Multiphase,5,71,A,0,5,5
627,12,Lions,Brumbies,1,4,SA2,AUS,54,Handling Error,Handling Error,0,10,C,0,0,0
628,12,Rebels,Reds,18,14,AUS,AUS,54,Kick Receipt,Kick Receipt,2,31,D,2,2,4
629,12,Rebels,Reds,18,14,AUS,AUS,69,Lineout,Multiphase,8,48,A,0,8,8
630,12,Reds,Rebels,14,18,AUS,AUS,6,Scrum,Scrum,2,31,A,1,9,10
631,12,Reds,Rebels,14,18,AUS,AUS,26,Kick Receipt,Multiphase,5,47,C,1,13,14
632,12,Reds,Rebels,14,18,AUS,AUS,38,Lineout,Maul,0,11,A,0,0,0
633,12,Reds,Rebels,14,18,AUS,AUS,48,Kick Receipt,Kick Receipt,0,10,C,2,1,3
634,12,Reds,Rebels,14,18,AUS,AUS,78,Scrum,Scrum,2,27,B,1,3,4
635,12,Sharks,Kings,8,11,SA2,SA2,23,Lineout,Lineout,1,9,A,0,0,0
636,12,Sharks,Kings,8,11,SA2,SA2,58,Tackle Turnover,Tackle Turnover,2,30,B,1,7,8
637,13,Blues,Stormers,9,3,NZ,SA1,22,Scrum,Scrum,1,23,A,1,2,3
638,13,Blues,Stormers,9,3,NZ,SA1,32,Scrum,Multiphase,4,45,A,4,4,8
639,13,Blues,Stormers,9,3,NZ,SA1,44,Lineout,Lineout,2,13,A,1,0,1
640,13,Brumbies,Kings,4,11,AUS,SA2,21,Lineout,Maul,0,11,A,0,0,0
641,13,Brumbies,Kings,4,11,AUS,SA2,64,Intercept,Kick,0,8,B,0,1,1
642,13,Brumbies,Kings,4,11,AUS,SA2,71,Kick Receipt,Kick,1,14,B,0,2,2
643,13,Bulls,Lions,15,1,SA1,SA2,6,Lineout,Lineout,0,12,C,1,3,4
644,13,Bulls,Lions,15,1,SA1,SA2,27,Lineout,Multiphase,4,41,B,1,7,8
645,13,Cheetahs,Hurricanes,13,5,SA1,NZ,25,Lineout,Maul,2,23,A,0,2,2
646,13,Chiefs,Crusaders,6,2,NZ,NZ,19,Lineout,Lineout,3,31,B,1,8,9
647,13,Chiefs,Crusaders,6,2,NZ,NZ,24,Scrum,Kick,0,17,C,0,2,2
648,13,Chiefs,Crusaders,6,2,NZ,NZ,29,Kick Receipt,Kick Receipt,3,42,B,3,3,6
649,13,Chiefs,Crusaders,6,2,NZ,NZ,71,Scrum,Scrum,0,3,A,0,1,1
650,13,Crusaders,Chiefs,2,6,NZ,NZ,26,Kick Receipt,Multiphase,8,67,C,2,11,13
651,13,Crusaders,Chiefs,2,6,NZ,NZ,46,Kick Receipt,Kick Receipt,0,14,C,2,2,4
652,13,Crusaders,Chiefs,2,6,NZ,NZ,58,Lineout,Lineout,2,35,C,0,5,5
653,13,Highlanders,Force,7,12,NZ,AUS,19,Lineout,Lineout,3,22,B,0,5,5
654,13,Highlanders,Force,7,12,NZ,AUS,36,Intercept,Intercept,0,2,A,0,0,0
655,13,Highlanders,Force,7,12,NZ,AUS,44,Kick Receipt,Kick Receipt,1,17,C,0,3,3
656,13,Highlanders,Force,7,12,NZ,AUS,50,Lineout,Multiphase,4,29,A,0,4,4
657,13,Highlanders,Force,7,12,NZ,AUS,58,Lineout,Multiphase,4,34,B,1,7,8
658,13,Highlanders,Force,7,12,NZ,AUS,64,Kick Receipt,Kick Receipt,0,18,D,1,1,2
659,13,Highlanders,Force,7,12,NZ,AUS,67,Intercept,Intercept,0,5,B,0,0,0
660,13,Highlanders,Force,7,12,NZ,AUS,81,Handling Error,Kick,0,4,A,0,0,0
661,13,Hurricanes,Cheetahs,5,13,NZ,SA1,17,Handling Error,Handling Error,0,7,A,0,0,0
662,13,Hurricanes,Cheetahs,5,13,NZ,SA1,20,Lineout,Lineout,1,18,C,0,4,4
663,13,Hurricanes,Cheetahs,5,13,NZ,SA1,39,Lineout,Maul,2,32,A,0,0,0
664,13,Hurricanes,Cheetahs,5,13,NZ,SA1,45,Lineout,Maul,2,29,A,0,2,2
665,13,Hurricanes,Cheetahs,5,13,NZ,SA1,47,Kick Receipt,Kick Receipt,1,22,D,0,4,4
666,13,Hurricanes,Cheetahs,5,13,NZ,SA1,56,Scrum,Scrum,2,15,A,0,0,0
667,13,Hurricanes,Cheetahs,5,13,NZ,SA1,61,Scrum,Kick,0,18,D,0,2,2
668,13,Hurricanes,Cheetahs,5,13,NZ,SA1,70,Kick Receipt,Kick Receipt,1,28,D,1,5,6
669,13,Hurricanes,Cheetahs,5,13,NZ,SA1,74,Tackle Turnover,Tackle Turnover,0,0,A,0,0,0
670,13,Kings,Brumbies,11,4,SA2,AUS,3,Penalty Try,Penalty Try,0,0,A,0,0,0
671,13,Lions,Bulls,1,15,SA2,SA1,1,Lineout,Kick,1,18,C,0,6,6
672,13,Lions,Bulls,1,15,SA2,SA1,22,Scrum,Kick,0,21,C,1,2,3
673,13,Lions,Bulls,1,15,SA2,SA1,24,Kick Receipt,Kick,3,35,C,1,5,6
674,13,Lions,Bulls,1,15,SA2,SA1,31,Chargedown,Chargedown,0,3,A,0,0,0
675,13,Lions,Bulls,1,15,SA2,SA1,40,Lineout,Multiphase,4,35,A,2,6,8
676,13,Lions,Bulls,1,15,SA2,SA1,42,Lineout,Kick,6,61,A,2,9,11
677,13,Lions,Bulls,1,15,SA2,SA1,80,Tackle Turnover,Tackle Turnover,2,34,C,2,7,9
678,13,Rebels,Waratahs,18,16,AUS,AUS,18,Tap Penalty,Tap Penalty,0,2,A,0,0,0
679,13,Rebels,Waratahs,18,16,AUS,AUS,49,Tap Penalty,Tap Penalty,0,8,A,1,1,2
680,13,Rebels,Waratahs,18,16,AUS,AUS,59,Scrum,Scrum,2,32,D,0,5,5
681,13,Sharks,Sunwolves,8,17,SA2,SA1,2,Kick Receipt,Multiphase,5,48,D,0,11,11
682,13,Sharks,Sunwolves,8,17,SA2,SA1,23,Lineout,Maul,0,16,A,0,0,0
683,13,Sharks,Sunwolves,8,17,SA2,SA1,35,Handling Error,Handling Error,0,9,B,1,0,1
684,13,Sharks,Sunwolves,8,17,SA2,SA1,75,Scrum,Scrum,1,19,A,1,3,4
685,13,Sharks,Sunwolves,8,17,SA2,SA1,78,Intercept,Intercept,0,9,C,0,1,1
686,13,Sharks,Sunwolves,8,17,SA2,SA1,80,Kick Receipt,Kick Receipt,0,12,C,2,0,2
687,13,Stormers,Blues,3,9,SA1,NZ,41,Lineout,Lineout,1,24,A,1,1,2
688,13,Stormers,Blues,3,9,SA1,NZ,60,Tap Penalty,Tap Penalty,0,2,A,0,0,0
689,13,Stormers,Blues,3,9,SA1,NZ,69,Lineout,Maul,3,43,B,0,4,4
690,13,Sunwolves,Sharks,17,8,SA1,SA2,18,Tap Penalty,Multiphase,8,56,A,1,12,13
691,13,Sunwolves,Sharks,17,8,SA1,SA2,52,Lineout,Lineout,2,19,A,0,4,4
692,13,Waratahs,Rebels,16,18,AUS,AUS,7,Kick Receipt,Kick Receipt,2,24,B,1,7,8
693,13,Waratahs,Rebels,16,18,AUS,AUS,29,Lineout,Lineout,2,37,B,1,13,14
694,13,Waratahs,Rebels,16,18,AUS,AUS,32,Handling Error,Multiphase,11,87,B,0,18,18
695,13,Waratahs,Rebels,16,18,AUS,AUS,41,Ruck Turnover,Multiphase,4,41,B,1,14,15
696,13,Waratahs,Rebels,16,18,AUS,AUS,53,Handling Error,Multiphase,5,28,B,0,6,6
697,13,Waratahs,Rebels,16,18,AUS,AUS,67,Lineout,Lineout,0,13,C,2,3,5
698,13,Waratahs,Rebels,16,18,AUS,AUS,73,Intercept,Intercept,1,10,A,1,2,3
699,13,Waratahs,Rebels,16,18,AUS,AUS,80,Lineout,Lineout,0,13,C,1,3,4
700,14,Blues,Chiefs,9,6,NZ,NZ,30,Scrum,Multiphase,4,31,B,2,6,8
701,14,Brumbies,Jaguares,4,10,AUS,SA2,13,Lineout,Maul,0,19,A,0,0,0
702,14,Brumbies,Jaguares,4,10,AUS,SA2,25,Scrum,Scrum,0,11,B,0,2,2
703,14,Brumbies,Jaguares,4,10,AUS,SA2,29,Handling Error,Kick,0,6,B,0,0,0
704,14,Brumbies,Jaguares,4,10,AUS,SA2,55,Scrum,Multiphase,4,44,B,2,9,11
705,14,Brumbies,Jaguares,4,10,AUS,SA2,69,Lineout,Kick,1,14,B,1,3,4
706,14,Brumbies,Jaguares,4,10,AUS,SA2,72,Tackle Turnover,Tackle Turnover,2,35,C,2,5,7
707,14,Bulls,Hurricanes,15,5,SA1,NZ,4,Lineout,Kick,0,13,C,0,3,3
708,14,Bulls,Hurricanes,15,5,SA1,NZ,76,Kick Receipt,Multiphase,5,50,B,3,9,12
709,14,Cheetahs,Sunwolves,13,17,SA1,SA1,16,Lineout,Multiphase,4,40,A,1,5,6
710,14,Cheetahs,Sunwolves,13,17,SA1,SA1,40,Lineout,Multiphase,7,41,B,0,3,3
711,14,Cheetahs,Sunwolves,13,17,SA1,SA1,41,Kick Receipt,Kick Receipt,0,19,C,1,4,5
712,14,Cheetahs,Sunwolves,13,17,SA1,SA1,66,Lineout,Multiphase,7,88,B,4,14,18
713,14,Cheetahs,Sunwolves,13,17,SA1,SA1,71,Lineout,Lineout,1,13,A,1,0,1
714,14,Cheetahs,Sunwolves,13,17,SA1,SA1,76,Lineout,Lineout,1,21,D,2,2,4
715,14,Cheetahs,Sunwolves,13,17,SA1,SA1,82,Scrum,Scrum,0,12,C,0,3,3
716,14,Chiefs,Blues,6,9,NZ,NZ,39,Kick Receipt,Kick Receipt,1,15,B,1,3,4
717,14,Chiefs,Blues,6,9,NZ,NZ,67,Handling Error,Kick,2,30,D,1,4,5
718,14,Crusaders,Rebels,2,18,NZ,AUS,16,Kick Receipt,Kick Receipt,2,34,C,1,9,10
719,14,Crusaders,Rebels,2,18,NZ,AUS,26,Lineout,Maul,0,10,A,0,0,0
720,14,Crusaders,Rebels,2,18,NZ,AUS,30,Lineout,Lineout,3,25,B,0,8,8
721,14,Crusaders,Rebels,2,18,NZ,AUS,35,Ruck Turnover,Multiphase,5,43,B,1,13,14
722,14,Crusaders,Rebels,2,18,NZ,AUS,45,Kick Receipt,Kick Receipt,3,38,C,1,9,10
723,14,Crusaders,Rebels,2,18,NZ,AUS,61,Kick Receipt,Multiphase,4,35,B,0,8,8
724,14,Force,Reds,12,14,AUS,AUS,37,Lineout,Multiphase,7,47,B,0,4,4
725,14,Force,Reds,12,14,AUS,AUS,44,Penalty Try,Penalty Try,0,0,A,0,0,0
726,14,Force,Reds,12,14,AUS,AUS,61,Scrum,Scrum,0,16,A,1,3,4
727,14,Force,Reds,12,14,AUS,AUS,69,Lineout,Maul,0,19,A,0,0,0
728,14,Highlanders,Waratahs,7,16,NZ,AUS,15,Chargedown,Chargedown,0,1,A,0,0,0
729,14,Highlanders,Waratahs,7,16,NZ,AUS,46,Lineout,Maul,0,15,A,0,0,0
730,14,Highlanders,Waratahs,7,16,NZ,AUS,50,Tap Penalty,Kick,5,46,B,2,5,7
731,14,Highlanders,Waratahs,7,16,NZ,AUS,64,Lineout,Multiphase,5,32,A,0,8,8
732,14,Highlanders,Waratahs,7,16,NZ,AUS,72,Kick Receipt,Kick Receipt,1,18,C,1,2,3
733,14,Highlanders,Waratahs,7,16,NZ,AUS,73,Handling Error,Handling Error,1,25,D,1,6,7
734,14,Hurricanes,Bulls,5,15,NZ,SA1,1,Kick Receipt,Kick Receipt,3,44,C,0,11,11
735,14,Hurricanes,Bulls,5,15,NZ,SA1,19,Lineout,Lineout,0,11,B,0,2,2
736,14,Hurricanes,Bulls,5,15,NZ,SA1,36,Ruck Turnover,Ruck Turnover,0,18,B,0,2,2
737,14,Hurricanes,Bulls,5,15,NZ,SA1,44,Lineout,Multiphase,6,52,A,2,10,12
738,14,Hurricanes,Bulls,5,15,NZ,SA1,60,Kick Receipt,Kick Receipt,0,17,C,0,5,5
739,14,Jaguares,Brumbies,10,4,SA2,AUS,18,Handling Error,Multiphase,4,33,A,0,4,4
740,14,Jaguares,Brumbies,10,4,SA2,AUS,78,Lineout,Maul,0,23,A,0,0,0
741,14,Kings,Lions,11,1,SA2,SA2,60,Intercept,Intercept,0,4,B,0,0,0
742,14,Lions,Kings,1,11,SA2,SA2,11,Lineout,Maul,0,16,A,0,0,0
743,14,Lions,Kings,1,11,SA2,SA2,19,Lineout,Kick,2,30,B,2,6,8
744,14,Lions,Kings,1,11,SA2,SA2,41,Tackle Turnover,Tackle Turnover,1,36,C,2,3,5
745,14,Lions,Kings,1,11,SA2,SA2,42,Lineout,Maul,0,15,A,0,0,0
746,14,Lions,Kings,1,11,SA2,SA2,50,Ruck Turnover,Ruck Turnover,0,11,B,2,0,2
747,14,Lions,Kings,1,11,SA2,SA2,54,Lineout,Lineout,1,27,C,1,6,7
748,14,Lions,Kings,1,11,SA2,SA2,77,Scrum,Scrum,1,29,C,2,7,9
749,14,Lions,Kings,1,11,SA2,SA2,81,Tackle Turnover,Tackle Turnover,0,22,D,1,4,5
750,14,Rebels,Crusaders,18,2,AUS,NZ,33,Lineout,Lineout,0,8,A,0,1,1
751,14,Rebels,Crusaders,18,2,AUS,NZ,41,Handling Error,Multiphase,7,38,B,1,3,4
752,14,Rebels,Crusaders,18,2,AUS,NZ,58,Intercept,Intercept,1,28,D,2,4,6
753,14,Reds,Force,14,12,AUS,AUS,5,Lineout,Multiphase,4,30,A,0,2,2
754,14,Reds,Force,14,12,AUS,AUS,41,Kick Receipt,Kick Receipt,0,11,C,0,2,2
755,14,Reds,Force,14,12,AUS,AUS,50,Lineout,Maul,0,9,A,0,0,0
756,14,Reds,Force,14,12,AUS,AUS,58,Lineout,Maul,0,13,A,0,0,0
757,14,Sharks,Stormers,8,3,SA2,SA1,9,Chargedown,Multiphase,13,106,C,3,11,14
758,14,Sharks,Stormers,8,3,SA2,SA1,36,Tap Penalty,Tap Penalty,2,10,A,0,0,0
759,14,Sharks,Stormers,8,3,SA2,SA1,62,Lineout,Lineout,0,9,B,0,1,1
760,14,Stormers,Sharks,3,8,SA1,SA2,56,Tap Penalty,Tap Penalty,1,7,A,0,0,0
761,14,Sunwolves,Cheetahs,17,13,SA1,SA1,47,Scrum,Multiphase,5,50,A,1,6,7
762,14,Waratahs,Highlanders,16,7,AUS,NZ,18,Kick Receipt,Multiphase,7,52,C,0,12,12
763,14,Waratahs,Highlanders,16,7,AUS,NZ,39,Scrum,Scrum,0,12,A,0,2,2
764,14,Waratahs,Highlanders,16,7,AUS,NZ,70,Lineout,Multiphase,4,22,B,0,3,3
765,14,Waratahs,Highlanders,16,7,AUS,NZ,77,Tap Penalty,Tap Penalty,0,6,B,0,0,0
766,15,Blues,Reds,9,14,NZ,AUS,3,Scrum,Scrum,3,33,A,1,8,9
767,15,Blues,Reds,9,14,NZ,AUS,7,Kick Receipt,Kick Receipt,1,20,C,1,5,6
768,15,Blues,Reds,9,14,NZ,AUS,29,Lineout,Maul,0,7,A,0,0,0
769,15,Blues,Reds,9,14,NZ,AUS,61,Kick Receipt,Kick Receipt,1,28,C,2,8,10
770,15,Blues,Reds,9,14,NZ,AUS,74,Handling Error,Multiphase,6,44,C,1,7,8
771,15,Brumbies,Rebels,4,18,AUS,AUS,32,Tap Penalty,Tap Penalty,1,14,A,0,2,2
772,15,Brumbies,Rebels,4,18,AUS,AUS,43,Scrum,Scrum,0,14,A,0,1,1
773,15,Brumbies,Rebels,4,18,AUS,AUS,58,Lineout,Maul,1,16,B,0,1,1
774,15,Brumbies,Rebels,4,18,AUS,AUS,79,Handling Error,Handling Error,0,6,B,1,0,1
775,15,Bulls,Sharks,15,8,SA1,SA2,7,Lineout,Lineout,0,3,A,0,0,0
776,15,Bulls,Sharks,15,8,SA1,SA2,20,Tackle Turnover,Tackle Turnover,0,13,C,0,2,2
777,15,Bulls,Sharks,15,8,SA1,SA2,25,Kick Receipt,Kick Receipt,2,23,C,0,5,5
778,15,Bulls,Sharks,15,8,SA1,SA2,56,Kick Receipt,Kick Receipt,2,30,C,1,6,7
779,15,Cheetahs,Stormers,13,3,SA1,SA1,7,Scrum,Scrum,1,20,A,0,2,2
780,15,Cheetahs,Stormers,13,3,SA1,SA1,38,Lineout,Maul,0,8,A,0,0,0
781,15,Cheetahs,Stormers,13,3,SA1,SA1,55,Lineout,Maul,2,17,A,0,1,1
782,15,Cheetahs,Stormers,13,3,SA1,SA1,60,Tap Penalty,Tap Penalty,2,23,C,1,4,5
783,15,Chiefs,Waratahs,6,16,NZ,AUS,14,Scrum,Scrum,2,50,A,5,7,12
784,15,Chiefs,Waratahs,6,16,NZ,AUS,31,Handling Error,Kick,1,14,C,0,1,1
785,15,Chiefs,Waratahs,6,16,NZ,AUS,41,Lineout,Lineout,0,7,B,2,1,3
786,15,Chiefs,Waratahs,6,16,NZ,AUS,43,Kick Receipt,Maul,0,25,C,2,2,4
787,15,Chiefs,Waratahs,6,16,NZ,AUS,59,Lineout,Lineout,1,18,B,2,1,3
788,15,Chiefs,Waratahs,6,16,NZ,AUS,78,Lineout,Multiphase,5,42,A,4,6,10
789,15,Crusaders,Highlanders,2,7,NZ,NZ,1,Lineout,Multiphase,11,103,A,1,18,19
790,15,Crusaders,Highlanders,2,7,NZ,NZ,14,Lineout,Lineout,0,14,B,1,3,4
791,15,Crusaders,Highlanders,2,7,NZ,NZ,38,Ruck Turnover,Ruck Turnover,2,23,C,0,6,6
792,15,Force,Hurricanes,12,5,AUS,NZ,44,Lineout,Kick,1,18,B,0,1,1
793,15,Force,Hurricanes,12,5,AUS,NZ,81,Lineout,Maul,0,13,A,0,0,0
